chr	tss	strand	gene_name	gene_id
chr12	66679076	-	GRIP1	GRIP1
chr3	14540342	-	GRIP2	GRIP2
chrX	49002264	-	GRIPAP1	GRIPAP1
chr13	113667218	+	GRK1	GRK1
chr11	67266472	+	GRK2	GRK2
chr22	25564674	+	GRK3	GRK3
chr4	2963570	+	GRK4	GRK4
chr10	119207570	+	GRK5	GRK5
chr5	177426675	+	GRK6	GRK6
chr13	21319035	+	GRK6P1	GRK6P1
chr3	141763407	+	GRK7	GRK7
chr6	146027706	+	GRM1	GRM1
chr3	51707067	+	GRM2	GRM2
chr7	86643908	+	GRM3	GRM3
chr6	34105967	-	GRM4	GRM4
chr11	89063659	-	GRM5	GRM5
chr11	88504575	+	GRM5-AS1	GRM5-AS1
chr5	178995320	-	GRM6	GRM6
chr3	6861114	+	GRM7	GRM7
chr3	7535284	-	GRM7-AS1	GRM7-AS1
chr3	6894017	-	GRM7-AS2	GRM7-AS2
chr3	6805449	-	GRM7-AS3	GRM7-AS3
chr7	127243515	-	GRM8	GRM8
chr7	127215126	+	GRM8-AS1	GRM8-AS1
chr17	44345301	+	GRN	GRN
chr18	59220157	+	GRP	GRP
chr4	7068064	-	GRPEL1	GRPEL1
chr5	149345498	+	GRPEL2	GRPEL2
chr5	149357642	-	GRPEL2-AS1	GRPEL2-AS1
chrX	16123564	+	GRPR	GRPR
chr4	70839261	-	GRSF1	GRSF1
chr13	113364130	-	GRTP1	GRTP1
chr13	113351672	+	GRTP1-AS1	GRTP1-AS1
chr19	48445982	+	GRWD1	GRWD1
chr4	42892712	+	GRXCR1	GRXCR1
chr5	145872968	-	GRXCR2	GRXCR2
chr7	66592407	-	GS1-124K5.11	GS1-124K5.11
chr7	66493631	+	GS1-124K5.4	GS1-124K5.4
chr8	6835553	+	GS1-24F4.2	GS1-24F4.2
chr1	185335039	-	GS1-279B7.1	GS1-279B7.1
chrX	15602880	+	GS1-594A7.3	GS1-594A7.3
chrX	13310651	+	GS1-600G8.3	GS1-600G8.3
chr7	77416349	-	GSAP	GSAP
chr14	94770113	-	GSC	GSC
chr14	94770641	+	GSC-DT	GSC-DT
chr22	19150292	-	GSC2	GSC2
chr17	39963003	+	GSDMA	GSDMA
chr17	39917540	-	GSDMB	GSDMB
chr8	129786624	-	GSDMC	GSDMC
chr8	143553386	+	GSDMD	GSDMD
chr7	24757464	-	GSDME	GSDME
chr16	85611408	+	GSE1	GSE1
chr11	126355587	-	GSEC	GSEC
chr12	13095675	-	GSG1	GSG1
chr16	27888157	-	GSG1L	GSG1L
chr17	9822071	-	GSG1L2	GSG1L2
chr19	42242602	-	GSK3A	GSK3A
chr3	120094447	-	GSK3B	GSK3B
chr14	96363451	+	GSKIP	GSKIP
chr9	121201482	+	GSN	GSN
chr9	121285530	-	GSN-AS1	GSN-AS1
chr16	11915956	-	GSPT1	GSPT1
chrX	51743441	+	GSPT2	GSPT2
chr8	30727846	-	GSR	GSR
chr20	34955635	-	GSS	GSS
chr6	52803816	-	GSTA1	GSTA1
chr6	52763475	-	GSTA2	GSTA2
chr6	52909698	-	GSTA3	GSTA3
chr6	52995284	-	GSTA4	GSTA4
chr6	52846095	-	GSTA5	GSTA5
chr6	52745159	-	GSTA7P	GSTA7P
chr4	105708783	+	GSTCD	GSTCD
chr4	105827172	-	GSTCD-AS1	GSTCD-AS1
chr7	143263428	+	GSTK1	GSTK1
chr1	109687816	+	GSTM1	GSTM1
chr1	109668021	+	GSTM2	GSTM2
chr6	111047554	-	GSTM2P1	GSTM2P1
chr1	109741038	-	GSTM3	GSTM3
chr1	109656075	+	GSTM4	GSTM4
chr1	109712250	+	GSTM5	GSTM5
chr10	104254193	+	GSTO1	GSTO1
chr10	104268872	+	GSTO2	GSTO2
chr11	67583811	+	GSTP1	GSTP1
chr22	23961195	-	GSTT2	GSTT2
chr22	23961195	-	GSTT2B	GSTT2B
chr22	24005453	-	GSTT4	GSTT4
chr22	24005453	-	GSTTP2	GSTTP2
chr14	77321035	+	GSTZ1	GSTZ1
chr13	27792482	+	GSX1	GSX1
chr4	54100162	+	GSX2	GSX2
chr2	144237339	-	GTDC1	GTDC1
chr14	81220959	-	GTF2A1	GTF2A1
chr2	48617779	+	GTF2A1L	GTF2A1L
chr15	59657305	-	GTF2A2	GTF2A2
chr1	88891567	-	GTF2B	GTF2B
chr3	120742743	+	GTF2E1	GTF2E1
chr8	30657618	-	GTF2E2	GTF2E2
chr19	6393164	-	GTF2F1	GTF2F1
chr13	45120509	+	GTF2F2	GTF2F2
chr11	18322268	+	GTF2H1	GTF2H1
chr5	70415304	+	GTF2H2	GTF2H2
chr5	69560222	+	GTF2H2B	GTF2H2B
chr5	69560190	+	GTF2H2C	GTF2H2C
chr5	69560204	+	GTF2H2C_2	GTF2H2C_2
chr12	123633738	+	GTF2H3	GTF2H3
chr6	30908206	+	GTF2H4	GTF2H4
chr6	158168349	+	GTF2H5	GTF2H5
chr7	74657664	+	GTF2I	GTF2I
chr7	73154928	+	GTF2IP1	GTF2IP1
chr4	119454628	-	GTF2IP12	GTF2IP12
chr1	223992644	-	GTF2IP20	GTF2IP20
chr7	66847449	+	GTF2IP23	GTF2IP23
chr7	73154923	+	GTF2IP4	GTF2IP4
chr7	76108762	-	GTF2IP7	GTF2IP7
chr7	74453905	+	GTF2IRD1	GTF2IRD1
chr7	66844826	-	GTF2IRD1P1	GTF2IRD1P1
chr7	74850125	-	GTF2IRD2	GTF2IRD2
chr7	75092555	+	GTF2IRD2B	GTF2IRD2B
chr13	27424618	+	GTF3A	GTF3A
chr16	27549913	-	GTF3C1	GTF3C1
chr2	27356492	-	GTF3C2	GTF3C2
chr2	27335541	+	GTF3C2-AS1	GTF3C2-AS1
chr2	196799683	-	GTF3C3	GTF3C3
chr9	132670034	+	GTF3C4	GTF3C4
chr9	133030674	+	GTF3C5	GTF3C5
chr6	110958705	+	GTF3C6	GTF3C6
chr22	38705943	+	GTPBP1	GTPBP1
chr7	90346715	+	GTPBP10	GTPBP10
chr6	43627353	-	GTPBP2	GTPBP2
chr19	17334981	+	GTPBP3	GTPBP3
chr10	988433	+	GTPBP4	GTPBP4
chrX	318819	-	GTPBP6	GTPBP6
chr3	112990952	+	GTPBP8	GTPBP8
chr18	70650954	-	GTSCR1	GTSCR1
chr22	46296869	+	GTSE1	GTSE1
chr22	46296660	-	GTSE1-DT	GTSE1-DT
chr12	54473602	-	GTSF1	GTSF1
chr20	43727002	-	GTSF1L	GTSF1L
chr6	42155405	+	GUCA1A	GUCA1A
chr6	42155405	+	GUCA1ANB	GUCA1ANB
chr6	42194956	-	GUCA1B	GUCA1B
chr3	108953846	-	GUCA1C	GUCA1C
chr1	42164745	-	GUCA2A	GUCA2A
chr1	42153409	+	GUCA2B	GUCA2B
chr22	24555138	-	GUCD1	GUCD1
chr4	155666847	+	GUCY1A1	GUCY1A1
chr11	107018476	-	GUCY1A2	GUCY1A2
chr4	155759020	+	GUCY1B1	GUCY1B1
chr13	51066157	-	GUCY1B2	GUCY1B2
chr12	14696599	-	GUCY2C	GUCY2C
chr17	8002614	+	GUCY2D	GUCY2D
chr11	76721789	-	GUCY2EP	GUCY2EP
chrX	109482086	-	GUCY2F	GUCY2F
chr10	112356595	-	GUCY2GP	GUCY2GP
chr4	44678394	+	GUF1	GUF1
chr1	228140083	+	GUK1	GUK1
chr2	188291873	+	GULP1	GULP1
chr7	65982213	-	GUSB	GUSB
chr5	21459479	+	GUSBP1	GUSBP1
chr7	57180156	-	GUSBP10	GUSBP10
chr22	23717423	-	GUSBP11	GUSBP11
chr5	69844811	+	GUSBP14	GUSBP14
chr5	70585722	-	GUSBP15	GUSBP15
chr5	69844668	+	GUSBP16	GUSBP16
chr5	70500903	-	GUSBP17	GUSBP17
chr6	26956554	-	GUSBP2	GUSBP2
chr5	69710527	-	GUSBP3	GUSBP3
chr6	57936929	-	GUSBP4	GUSBP4
chr4	143559471	+	GUSBP5	GUSBP5
chr11	6721879	-	GVINP1	GVINP1
chr11	76381322	+	GVQW3	GVQW3
chr12	42144874	-	GXYLT1	GXYLT1
chr9	40348498	+	GXYLT1P3	GXYLT1P3
chr3	72888045	+	GXYLT2	GXYLT2
chr3	148991407	+	GYG1	GYG1
chrX	2828821	+	GYG2	GYG2
chrY	12421590	-	GYG2P1	GYG2P1
chr4	144140718	-	GYPA	GYPA
chr4	144019345	-	GYPB	GYPB
chr2	126655934	+	GYPC	GYPC
chr4	143905559	-	GYPE	GYPE
chr19	48993309	-	GYS1	GYS1
chr12	21604847	-	GYS2	GYS2
chr20	23362181	+	GZF1	GZF1
chr5	55102645	+	GZMA	GZMA
chr14	24634190	-	GZMB	GZMB
chr14	24609685	-	GZMH	GZMH
chr5	55024255	+	GZMK	GZMK
chr19	544052	+	GZMM	GZMM
chr22	37805228	+	H1-0	H1-0
chr6	26017787	-	H1-1	H1-1
chr3	129316286	-	H1-10	H1-10
chr3	129316270	+	H1-10-AS1	H1-10-AS1
chr6	26056470	-	H1-2	H1-2
chr6	26234987	-	H1-3	H1-3
chr6	26156328	+	H1-4	H1-4
chr6	27867588	-	H1-5	H1-5
chr6	26108135	-	H1-6	H1-6
chr12	48328979	+	H1-7	H1-7
chr3	129543174	+	H1-8	H1-8
chr17	50172476	-	H1-9P	H1-9P
chr11	1997875	-	H19	H19
chrX	154884971	+	H2AB1	H2AB1
chrX	154884971	+	H2AB2	H2AB2
chrX	154884971	+	H2AB3	H2AB3
chr6	25726562	-	H2AC1	H2AC1
chr6	27133042	+	H2AC11	H2AC11
chr6	27147105	+	H2AC12	H2AC12
chr6	27808172	+	H2AC13	H2AC13
chr6	27814777	-	H2AC14	H2AC14
chr6	27838375	-	H2AC15	H2AC15
chr6	27865316	+	H2AC16	H2AC16
chr6	27893185	-	H2AC17	H2AC17
chr1	149842750	-	H2AC18	H2AC18
chr1	149842751	-	H2AC19	H2AC19
chr1	149886917	+	H2AC20	H2AC20
chr1	149887965	-	H2AC21	H2AC21
chr6	25732380	+	H2AC2P	H2AC2P
chr6	26033618	-	H2AC4	H2AC4
chr6	26124171	+	H2AC6	H2AC6
chr6	26199293	-	H2AC7	H2AC7
chr6	26216920	+	H2AC8	H2AC8
chr12	14774335	+	H2AJ	H2AJ
chrX	37990778	+	H2AP	H2AP
chr1	228457873	-	H2AW	H2AW
chr11	119095465	-	H2AX	H2AX
chr4	99950275	-	H2AZ1	H2AZ1
chr4	99950493	+	H2AZ1-DT	H2AZ1-DT
chr7	44848087	-	H2AZ2	H2AZ2
chr6	25726776	+	H2BC1	H2BC1
chr6	26272930	+	H2BC10	H2BC10
chr6	27132795	-	H2BC11	H2BC11
chr6	27146855	-	H2BC12	H2BC12
chr6	27807929	-	H2BC13	H2BC13
chr6	27815021	+	H2BC14	H2BC14
chr6	27838568	+	H2BC15	H2BC15
chr6	27893424	+	H2BC17	H2BC17
chr1	149812370	-	H2BC18	H2BC18
chr1	149850773	-	H2BC20P	H2BC20P
chr1	149886682	-	H2BC21	H2BC21
chr6	26043713	-	H2BC3	H2BC3
chr6	26123926	-	H2BC4	H2BC4
chr6	26158120	+	H2BC5	H2BC5
chr6	26183760	+	H2BC6	H2BC6
chr6	26199515	+	H2BC7	H2BC7
chr6	26216688	-	H2BC8	H2BC8
chr6	26251613	+	H2BC9	H2BC9
chr7	151210488	-	H2BE1	H2BE1
chr1	121117292	-	H2BP1	H2BP1
chr1	143904650	-	H2BP2	H2BP2
chr21	5973390	-	H2BS1	H2BS1
chr1	228458102	+	H2BU1	H2BU1
chrX	104013687	-	H2BW1	H2BW1
chrX	104039948	+	H2BW2	H2BW2
chrX	103975923	+	H2BW3P	H2BW3P
chrX	103975923	+	H2BW4P	H2BW4P
chr1	143905977	-	H3-2	H3-2
chr1	226061830	+	H3-3A	H3-3A
chr17	75779779	-	H3-3B	H3-3B
chr1	228425360	-	H3-4	H3-4
chr12	31792298	-	H3-5	H3-5
chr6	26020450	+	H3C1	H3C1
chr6	27810050	+	H3C10	H3C10
chr6	27872346	-	H3C11	H3C11
chr6	27890826	-	H3C12	H3C12
chr1	149813693	-	H3C13	H3C13
chr1	149841208	-	H3C14	H3C14
chr1	149841204	-	H3C15	H3C15
chr6	26032099	-	H3C2	H3C2
chr6	26045383	+	H3C3	H3C3
chr6	26197286	-	H3C4	H3C4
chr6	26224177	+	H3C6	H3C6
chr6	26250635	-	H3C7	H3C7
chr6	26271413	-	H3C8	H3C8
chr1	121118626	-	H3P4	H3P4
chr2	174719799	+	H3P6	H3P6
chr5	17655849	-	H3Y1	H3Y1
chr5	17492076	-	H3Y2	H3Y2
chr12	14771131	-	H4-16	H4-16
chr6	26021648	+	H4C1	H4C1
chr6	27824091	+	H4C11	H4C11
chr6	27831560	-	H4C12	H4C12
chr6	27873534	-	H4C13	H4C13
chr1	149832656	+	H4C14	H4C14
chr1	149832656	+	H4C15	H4C15
chr6	26027283	-	H4C2	H4C2
chr6	26103932	+	H4C3	H4C3
chr6	26189112	-	H4C4	H4C4
chr6	26204609	+	H4C5	H4C5
chr6	26240392	+	H4C6	H4C6
chr6	26246996	-	H4C7	H4C7
chr6	26285534	-	H4C8	H4C8
chr6	27139281	+	H4C9	H4C9
chr1	9234773	+	H6PD	H6PD
chr2	42792583	-	HAAO	HAAO
chr10	113550830	+	HABP2	HABP2
chr9	96450168	+	HABP4	HABP4
chr10	17617374	-	HACD1	HACD1
chr3	123584617	-	HACD2	HACD2
chr15	65530462	+	HACD3	HACD3
chr9	21031640	-	HACD4	HACD4
chr6	104859546	-	HACE1	HACE1
chr3	15601569	-	HACL1	HACL1
chr4	107989888	+	HADH	HADH
chr2	26244632	-	HADHA	HADHA
chr2	26244747	+	HADHB	HADHB
chr16	1826825	-	HAGH	HAGH
chr16	727105	+	HAGHL	HAGHL
chr2	176178129	-	HAGLR	HAGLR
chr2	176178165	+	HAGLROS	HAGLROS
chr12	95996344	-	HAL	HAL
chr19	35282527	+	HAMP	HAMP
chr5	154478227	-	HAND1	HAND1
chr4	173530229	-	HAND2	HAND2
chr4	173528599	+	HAND2-AS1	HAND2-AS1
chr20	7940458	-	HAO1	HAO1
chr1	119368784	+	HAO2	HAO2
chr1	119368945	+	HAO2-IT1	HAO2-IT1
chr17	41734643	-	HAP1	HAP1
chr5	83720855	-	HAPLN1	HAPLN1
chr1	156619414	+	HAPLN2	HAPLN2
chr15	88895544	-	HAPLN3	HAPLN3
chr19	19262804	-	HAPLN4	HAPLN4
chr20	63101291	+	HAR1A	HAR1A
chr20	63102319	-	HAR1B	HAR1B
chr11	46617227	-	HARBI1	HARBI1
chr5	140691370	-	HARS1	HARS1
chr5	140691454	+	HARS2	HARS2
chr19	51723991	-	HAS1	HAS1
chr8	121641440	-	HAS2	HAS2
chr8	121639345	+	HAS2-AS1	HAS2-AS1
chr16	69105652	+	HAS3	HAS3
chr17	3723902	+	HASPIN	HASPIN
chr2	171922424	+	HAT1	HAT1
chr18	46104384	+	HAUS1	HAUS1
chr15	42548812	+	HAUS2	HAUS2
chr4	2242121	-	HAUS3	HAUS3
chr14	22957090	-	HAUS4	HAUS4
chr19	35612734	+	HAUS5	HAUS5
chr9	19102904	-	HAUS6	HAUS6
chrX	153470576	-	HAUS7	HAUS7
chr19	17075452	-	HAUS8	HAUS8
chr5	157058241	-	HAVCR1	HAVCR1
chr19	24163447	-	HAVCR1P1	HAVCR1P1
chr5	157109044	-	HAVCR2	HAVCR2
chr1	154272628	+	HAX1	HAX1
chr16	176679	+	HBA1	HBA1
chr16	172875	+	HBA2	HBA2
chr11	5227071	-	HBB	HBB
chr11	5243592	-	HBBP1	HBBP1
chr11	5234483	-	HBD	HBD
chr11	5269945	-	HBE1	HBE1
chr5	140346603	-	HBEGF	HBEGF
chr11	5249857	-	HBG1	HBG1
chr11	5254781	-	HBG2	HBG2
chr16	165977	+	HBM	HBM
chr7	107168960	+	HBP1	HBP1
chr16	180458	+	HBQ1	HBQ1
chr6	135054822	-	HBS1L	HBS1L
chr16	152643	+	HBZ	HBZ
chr12	122730844	-	HCAR1	HCAR1
chr12	122703357	-	HCAR2	HCAR2
chr12	122716811	-	HCAR3	HCAR3
chr16	73092348	+	HCCAT5	HCCAT5
chrX	11111331	+	HCCS	HCCS
chrX	153971818	-	HCFC1	HCFC1
chrX	153968764	+	HCFC1-AS1	HCFC1-AS1
chr16	3023942	-	HCFC1R1	HCFC1R1
chr12	104064530	+	HCFC2	HCFC2
chr6	26521705	+	HCG11	HCG11
chr6	28896529	+	HCG14	HCG14
chr6	28984748	+	HCG15	HCG15
chr6	30326134	-	HCG17	HCG17
chr6	30327156	-	HCG18	HCG18
chr6	30766824	+	HCG20	HCG20
chr6	30954862	-	HCG21	HCG21
chr6	31053449	+	HCG22	HCG22
chr6	32390509	+	HCG23	HCG23
chr6	33143323	+	HCG24	HCG24
chr6	33249535	+	HCG25	HCG25
chr6	31471228	+	HCG26	HCG26
chr6	31197759	+	HCG27	HCG27
chr6	29793073	-	HCG4	HCG4
chr6	29927215	-	HCG4B	HCG4B
chr6	29975114	+	HCG9	HCG9
chr20	32052241	+	HCK	HCK
chr3	121660903	-	HCLS1	HCLS1
chr5	45696380	-	HCN1	HCN1
chr19	589880	+	HCN2	HCN2
chr1	155277462	+	HCN3	HCN3
chr15	73368958	-	HCN4	HCN4
chr6	31463179	+	HCP5	HCP5
chr6	29873783	-	HCP5B	HCP5B
chr17	42185452	-	HCRT	HCRT
chr1	31617688	+	HCRTR1	HCRTR1
chr6	55106468	+	HCRTR2	HCRTR2
chr19	35902528	+	HCST	HCST
chr1	32292082	+	HDAC1	HDAC1
chr22	50251265	-	HDAC10	HDAC10
chr3	13480305	+	HDAC11	HDAC11
chr3	13480053	-	HDAC11-AS1	HDAC11-AS1
chr6	113970724	-	HDAC2	HDAC2
chr6	113969700	+	HDAC2-AS2	HDAC2-AS2
chr5	141636849	-	HDAC3	HDAC3
chr2	239401020	-	HDAC4	HDAC4
chr2	239401435	+	HDAC4-AS1	HDAC4-AS1
chr17	44123641	-	HDAC5	HDAC5
chrX	48801397	+	HDAC6	HDAC6
chr12	47819903	-	HDAC7	HDAC7
chrX	72572843	-	HDAC8	HDAC8
chr7	18086824	+	HDAC9	HDAC9
chr15	50265726	-	HDC	HDC
chr6	125301967	-	HDDC2	HDDC2
chr15	90932549	-	HDDC3	HDDC3
chr1	156751293	-	HDGF	HDGF
chr6	22569565	+	HDGFL1	HDGFL1
chr19	4472296	+	HDGFL2	HDGFL2
chr15	83207823	-	HDGFL3	HDGFL3
chr18	47150500	-	HDHD2	HDHD2
chr9	113376600	-	HDHD3	HDHD3
chr22	17159277	-	HDHD5	HDHD5
chr22	17159388	+	HDHD5-AS1	HDHD5-AS1
chr2	241271965	-	HDLBP	HDLBP
chrX	84502453	-	HDX	HDX
chr10	111114290	+	HEAT2	HEAT2
chr1	236604516	-	HEATR1	HEATR1
chr16	50065969	+	HEATR3	HEATR3
chr14	73558947	-	HEATR4	HEATR4
chr14	31420550	-	HEATR5A	HEATR5A
chr2	37084372	-	HEATR5B	HEATR5B
chr17	60078921	-	HEATR6	HEATR6
chr17	35868891	-	HEATR9	HEATR9
chr12	13000265	-	HEBP1	HEBP1
chr6	138403530	+	HEBP2	HEBP2
chr6	139135079	+	HECA	HECA
chr14	31207793	-	HECTD1	HECTD1
chr10	91409234	+	HECTD2	HECTD2
chr10	91611460	-	HECTD2-AS1	HECTD2-AS1
chr1	45011324	-	HECTD3	HECTD3
chr12	112382431	-	HECTD4	HECTD4
chr7	43112646	+	HECW1	HECW1
chr7	43117895	+	HECW1-IT1	HECW1-IT1
chr2	196362177	-	HECW2	HECW2
chr2	196260023	+	HECW2-AS1	HECW2-AS1
chr3	125055997	-	HEG1	HEG1
chr5	180831618	-	HEIH	HEIH
chr12	66302492	+	HELB	HELB
chr10	94545766	+	HELLS	HELLS
chr4	83455823	-	HELQ	HELQ
chr4	185018840	+	HELT	HELT
chr17	67245196	-	HELZ	HELZ
chr20	63567754	-	HELZ2	HELZ2
chr9	97938172	-	HEMGN	HEMGN
chr3	50569151	+	HEMK1	HEMK1
chr1	108661093	-	HENMT1	HENMT1
chr11	124936047	-	HEPACAM	HEPACAM
chr7	93219571	-	HEPACAM2	HEPACAM2
chrX	66162670	+	HEPH	HEPH
chr11	94021353	+	HEPHL1	HEPHL1
chr11	124919249	+	HEPN1	HEPN1
chr15	63833948	-	HERC1	HERC1
chr15	22494850	+	HERC2	HERC2
chr15	30818035	+	HERC2P10	HERC2P10
chr15	23311344	+	HERC2P11	HERC2P11
chr15	22494836	+	HERC2P2	HERC2P2
chr15	20506180	-	HERC2P3	HERC2P3
chr16	32188113	-	HERC2P4	HERC2P4
chr15	22482374	-	HERC2P7	HERC2P7
chr15	20440487	-	HERC2P9	HERC2P9
chr4	88523842	+	HERC3	HERC3
chr10	68075283	-	HERC4	HERC4
chr4	88457118	+	HERC5	HERC5
chr4	88378851	+	HERC6	HERC6
chr16	56932141	+	HERPUD1	HERPUD1
chr7	35695135	-	HERPUD2	HERPUD2
chr3	194136147	+	HES1	HES1
chr1	6419919	-	HES2	HES2
chr1	6244178	+	HES3	HES3
chr1	1000097	-	HES4	HES4
chr1	2530263	-	HES5	HES5
chr2	238240038	-	HES6	HES6
chr17	8124106	-	HES7	HES7
chr3	57199978	-	HESX1	HESX1
chr15	72376014	-	HEXA	HEXA
chr15	72376112	+	HEXA-AS1	HEXA-AS1
chr5	74640022	+	HEXB	HEXB
chr17	82418346	+	HEXD	HEXD
chr17	45148474	+	HEXIM1	HEXIM1
chr17	45160173	+	HEXIM2	HEXIM2
chr8	79766475	-	HEY1	HEY1
chr6	125749631	+	HEY2	HEY2
chr1	39639643	-	HEYL	HEYL
chr6	26087428	+	HFE	HFE
chr1	91404735	-	HFM1	HFM1
chr6	167976939	-	HGC6.3	HGC6.3
chr3	120682239	-	HGD	HGD
chr7	81770047	-	HGF	HGF
chr4	3441967	+	HGFAC	HGFAC
chr8	144137773	+	HGH1	HGH1
chr17	81684010	+	HGS	HGS
chr8	43140463	+	HGSNAT	HGSNAT
chr1	210328251	+	HHAT	HHAT
chr3	42701521	-	HHATL	HHATL
chr3	42702540	+	HHATL-AS1	HHATL-AS1
chr10	92689954	+	HHEX	HHEX
chr4	144646155	+	HHIP	HHIP
chr4	144646019	-	HHIP-AS1	HHIP-AS1
chr14	99604537	+	HHIPL1	HHIPL1
chr1	222548104	-	HHIPL2	HHIPL2
chr8	132105265	-	HHLA1	HHLA1
chr3	108296489	+	HHLA2	HHLA2
chr1	70354810	+	HHLA3	HHLA3
chr7	27662883	-	HIBADH	HIBADH
chr2	190319826	-	HIBCH	HIBCH
chr17	2055102	+	HIC1	HIC1
chr22	21417370	+	HIC2	HIC2
chr17	74972759	-	HID1	HID1
chr17	74970688	+	HID1-AS1	HID1-AS1
chr14	61695512	+	HIF1A	HIF1A
chr14	61695823	-	HIF1A-AS1	HIF1A-AS1
chr14	61749089	-	HIF1A-AS2	HIF1A-AS2
chr14	61751097	-	HIF1A-AS3	HIF1A-AS3
chr10	100535942	+	HIF1AN	HIF1AN
chr19	46297041	+	HIF3A	HIF3A
chr3	42804442	-	HIGD1A	HIGD1A
chr17	44846328	+	HIGD1B	HIGD1B
chr12	50952543	+	HIGD1C	HIGD1C
chr5	176388750	+	HIGD2A	HIGD2A
chr15	72686182	-	HIGD2B	HIGD2B
chr11	86302239	+	HIKESHI	HIKESHI
chr7	128455829	+	HILPDA	HILPDA
chr11	119121522	+	HINFP	HINFP
chr5	131165256	-	HINT1	HINT1
chr9	35815042	-	HINT2	HINT2
chr6	125956769	+	HINT3	HINT3
chr7	75611816	-	HIP1	HIP1
chr12	122834747	+	HIP1R	HIP1R
chr1	113929323	+	HIPK1	HIPK1
chr1	113929258	-	HIPK1-AS1	HIPK1-AS1
chr7	139777998	-	HIPK2	HIPK2
chr11	33256671	+	HIPK3	HIPK3
chr19	40390181	-	HIPK4	HIPK4
chr22	19431733	-	HIRA	HIRA
chr16	29995617	-	HIRIP3	HIRIP3
chr6	12012311	+	HIVEP1	HIVEP1
chr6	142945176	-	HIVEP2	HIVEP2
chr1	41918922	-	HIVEP3	HIVEP3
chr2	233854535	-	HJURP	HJURP
chr1	146021735	-	HJV	HJV
chr10	69269999	+	HK1	HK1
chr2	74834126	+	HK2	HK2
chr5	176899346	-	HK3	HK3
chr10	69220331	+	HKDC1	HKDC1
chr6	29942469	+	HLA-A	HLA-A
chr6	31357179	-	HLA-B	HLA-B
chr6	31272092	-	HLA-C	HLA-C
chr6	32953097	-	HLA-DMA	HLA-DMA
chr6	32941028	-	HLA-DMB	HLA-DMB
chr6	33009591	-	HLA-DOA	HLA-DOA
chr6	32817002	-	HLA-DOB	HLA-DOB
chr6	33073677	-	HLA-DPA1	HLA-DPA1
chr6	33075989	+	HLA-DPB1	HLA-DPB1
chr6	33112515	+	HLA-DPB2	HLA-DPB2
chr6	32637405	+	HLA-DQA1	HLA-DQA1
chr6	32741390	+	HLA-DQA2	HLA-DQA2
chr6	32666657	-	HLA-DQB1	HLA-DQB1
chr6	32659879	+	HLA-DQB1-AS1	HLA-DQB1-AS1
chr6	32763532	-	HLA-DQB2	HLA-DQB2
chr6	32439886	+	HLA-DRA	HLA-DRA
chr6	32589836	-	HLA-DRB1	HLA-DRB1
chr6	32530287	-	HLA-DRB5	HLA-DRB5
chr6	32560002	-	HLA-DRB6	HLA-DRB6
chr6	30489508	+	HLA-E	HLA-E
chr6	29723339	+	HLA-F	HLA-F
chr6	29749049	-	HLA-F-AS1	HLA-F-AS1
chr6	29826473	+	HLA-G	HLA-G
chr6	29887572	+	HLA-H	HLA-H
chr6	30005970	+	HLA-J	HLA-J
chr6	30259561	+	HLA-L	HLA-L
chr6	29791905	+	HLA-V	HLA-V
chr21	36962358	-	HLCS	HLCS
chr17	55264959	+	HLF	HLF
chr3	149086533	-	HLTF	HLTF
chr3	149086331	+	HLTF-AS1	HLTF-AS1
chr1	220879442	+	HLX	HLX
chr1	220880140	-	HLX-AS1	HLX-AS1
chr20	31514409	+	HM13	HM13
chr20	31573263	-	HM13-AS1	HM13-AS1
chr8	28890394	+	HMBOX1	HMBOX1
chr11	119084876	+	HMBS	HMBS
chr3	129278831	+	HMCES	HMCES
chr1	185734390	+	HMCN1	HMCN1
chr9	130265759	+	HMCN2	HMCN2
chr15	77420650	+	HMG20A	HMG20A
chr19	3572943	+	HMG20B	HMG20B
chr6	34236872	+	HMGA1	HMGA1
chr6	134117680	-	HMGA1P7	HMGA1P7
chr12	65824459	+	HMGA2	HMGA2
chr12	65881578	-	HMGA2-AS1	HMGA2-AS1
chr13	30464327	-	HMGB1	HMGB1
chr4	173333769	-	HMGB2	HMGB2
chrX	150980506	+	HMGB3	HMGB3
chr20	34834462	-	HMGB3P1	HMGB3P1
chr1	33860474	+	HMGB4	HMGB4
chr1	23825429	-	HMGCL	HMGCL
chr6	55579192	-	HMGCLL1	HMGCLL1
chr5	75337167	+	HMGCR	HMGCR
chr5	43313181	-	HMGCS1	HMGCS1
chr1	119768905	-	HMGCS2	HMGCS2
chr21	39349088	-	HMGN1	HMGN1
chr1	26472439	+	HMGN2	HMGN2
chr15	45511135	+	HMGN2P46	HMGN2P46
chr6	79234682	-	HMGN3	HMGN3
chr6	79233673	+	HMGN3-AS1	HMGN3-AS1
chr6	26538365	+	HMGN4	HMGN4
chrX	81201913	-	HMGN5	HMGN5
chr5	150000738	+	HMGXB3	HMGXB3
chr22	35257492	+	HMGXB4	HMGXB4
chr5	143812160	+	HMHB1	HMHB1
chr5	163460631	+	HMMR	HMMR
chr5	163494058	-	HMMR-AS1	HMMR-AS1
chr22	35381095	+	HMOX1	HMOX1
chr16	4474702	+	HMOX2	HMOX2
chr18	63949300	+	HMSD	HMSD
